sentence,label,idx
"truly , truly bad ",0,3554
"on , well , love in the time of money ",1,3555
the story 's scope and pageantry ,1,3556
uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows ,1,3557
"a quaint , romanticized rendering ",1,3558
be glued to the screen ,1,3559
warmth and ,1,3560
"the plot has a number of holes , ",0,3561
a thriller without thrills and a mystery devoid ,0,3562
oliver stone 's conspiracy thriller jfk ,1,3563
"clever , amusing and unpredictable ",1,3564
"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens ",0,3565
rambling incoherence ,0,3566
has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances ,1,3567
", intelligent eyes ",1,3568
"scruffy , dopey old hanna-barbera charm ",1,3569
france 's most inventive directors ,1,3570
the ideal outlet ,1,3571
were convinced to waste their time ,0,3572
's an adventure story and history lesson all in one . ,1,3573
created a masterful work of art of their own ,1,3574
linklater ,0,3575
"( green is ) the comedy equivalent of saddam hussein , and i 'm just about ready to go to the u.n. and ask permission for a preemptive strike . ",0,3576
no . . ,0,3577
"just about the best straight-up , old-school horror film of the last 15 years . ",1,3578
bad '' is the operative word for `` bad company ,0,3579
", you still have to see this ! ",1,3580
"it stars schticky chris rock and stolid anthony hopkins , who seem barely in the same movie . ",0,3581
"proves a servicable world war ii drama that ca n't totally hide its contrivances , but it at least calls attention to a problem hollywood too long has ignored . ",1,3582
get a cinematic postcard that 's superficial and unrealized ,0,3583
display greatness ,1,3584
"it is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity . ",1,3585
the gentle comic treatment ,1,3586
"is what it is -- a nice , harmless date film ... ",1,3587
grounded in an undeniable social realism ,1,3588
feel my eyelids ... getting ... very ... heavy ,0,3589
", ghost ship is pretty landbound , with its leaden acting , dull exposition and telegraphed ` surprises . ' ",0,3590
none of this sounds promising and ,0,3591
the film is well worthwhile . ,1,3592
"patience , respect and affection ",1,3593
every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,0,3594
uncomfortably close to losing my lunch ,0,3595
to give them credit for : the message of the movie ,1,3596
remotely new or interesting ,0,3597
can hear you snore ,0,3598
says far less about the horrifying historical reality than about the filmmaker 's characteristic style ,0,3599
", sloppy ",0,3600
falls far short ,0,3601
"scherfig , who has had a successful career in tv , tackles more than she can handle . ",0,3602
"be hard-pressed to find a movie with a bigger , fatter heart than barbershop ",1,3603
"appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché ",0,3604
"see her esther blossom as an actress , ",1,3605
delivers big time ,1,3606
that is an undeniably worthy and devastating experience ,1,3607
"formulaic , its plot and pacing typical hollywood war-movie stuff ",0,3608
smear ,0,3609
a thriller with an edge ,1,3610
delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion ,1,3611
dubious human being ,0,3612
"there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme . ",0,3613
conquers ,1,3614
bottom-rung new jack city wannabe . ,0,3615
to show us why it 's compelling ,1,3616
is hardly a masterpiece ,0,3617
", the tale unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn . ",1,3618
emerge with unimpeachable clarity ,1,3619
"for most of its footage , the new thriller proves that director m. night shyamalan can weave an eerie spell and that mel gibson can gasp , shudder and even tremble without losing his machismo . ",1,3620
"this film , whose meaning and impact is sadly heightened by current world events ",1,3621
poorly-constructed comedy ,0,3622
aimless as an old pickup skidding completely out of control on a long patch of black ice ,0,3623
"rousing , g-rated family film ",1,3624
absurdist wit ,1,3625
"a mess of mixed messages , over-blown drama and bruce willis ",0,3626
hoffman 's performance is authentic to the core of his being . ,1,3627
bill morrison 's decasia ,1,3628
usually dread encountering the most ,0,3629
sure to win viewers ' hearts ,1,3630
"ca n't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . ",0,3631
must have been lost in the translation . ,0,3632
despite auteuil 's performance ,0,3633
option to slap her creators because they 're clueless and inept ,0,3634
at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans ,0,3635
the thin veneer ,0,3636
the delicate forcefulness ,1,3637
if the man from elysian fields is doomed by its smallness ,1,3638
will just as likely make you weep ,1,3639
's still a guilty pleasure to watch . ,1,3640
"like edward norton in american history x , ryan gosling ( murder by numbers ) delivers a magnetic performance . ",1,3641
nation ,1,3642
"is funny and pithy , while illuminating an era of theatrical comedy that , while past , ",1,3643
scream low budget ,0,3644
"the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers . ",0,3645
of the potential for sanctimoniousness ,0,3646
interlocked stories drowned by all too clever complexity ,0,3647
lacks dramatic punch and depth ,0,3648
david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . ,1,3649
you want to slap it ,0,3650
"great performances , stylish cinematography and ",1,3651
"can enjoy much of jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced monty pythonesque flavor . ",1,3652
garden music video ,1,3653
nice piece of work ,1,3654
"knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ",1,3655
a re-hash ,0,3656
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ? ,0,3657
tired old vision ,0,3658
lame ,0,3659
snl '' has-been ,0,3660
horrible . ,0,3661
a pretentious and ,0,3662
"is a smart movie that knows its classical music , knows its freud and knows its sade ",1,3663
any movie with a life-affirming message ,1,3664
to the experience ,1,3665
even worse ,0,3666
"every once in a while , a movie will come along that turns me into that annoying specimen of humanity that i usually dread encountering the most - the fanboy ",1,3667
"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen ",0,3668
tub-thumpingly loud ,0,3669
will leave you with a smile on your face and a grumble in your stomach . ,1,3670
how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg ,0,3671
"is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure ",1,3672
highly uneven ,0,3673
one of the most exciting action films ,1,3674
offers nothing more than a bait-and-switch that is beyond playing fair with the audience ,0,3675
is playful but highly studied and dependent for its success on a patient viewer . ,1,3676
cliché-riddled genre ,0,3677
a better script ,1,3678
", then go see this delightful comedy . ",1,3679
"disguise the slack complacency of ( godard 's ) vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice ",0,3680
absurdist ,0,3681
seem like a bad idea from frame one ,0,3682
of grace ,1,3683
bright shining star ,1,3684
romantic and serenely ,1,3685
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . ,1,3686
ick ,0,3687
it 's not a motion picture ; it 's an utterly static picture ,0,3688
"is far from disappointing , ",1,3689
cliffhanger ,1,3690
photographed and staged by mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen . ,1,3691
its digs at modern society are all things we 've seen before . ,0,3692
fussing over too weak a recipe ,0,3693
