sentence,label,idx,processed_text
an excuse ,0,7223,excuse
most awful acts ,0,7224,awful acts
is so clumsily sentimental ,0,7225,clumsily sentimental
whiney ,0,7226,whiney
be cutting-edge indie filmmaking ,1,7227,cutting edge indie filmmaking
imposter makes a better short story than it does a film ,0,7228,imposter makes better short story film
of musical passion ,1,7229,musical passion
this obscenely bad dark comedy ,0,7230,obscenely bad dark comedy
wal-mart budget ,0,7231,wal mart budget
a rather thin moral ,0,7232,rather thin moral
misfire that even tunney ca n't save . ,0,7233,misfire even tunney ca n save
fully formed ,1,7234,fully formed
", from the incongruous but chemically ",0,7235,incongruous chemically
how ridiculous and money-oriented the record industry really is ,0,7236,ridiculous money oriented record industry really
"through this sloppy , made-for-movie comedy special ",0,7237,sloppy made movie comedy special
"from a summer of teen-driven , toilet-humor codswallop ",0,7238,summer teen driven toilet humor codswallop
of a physician who needs to heal himself ,0,7239,physician needs heal
any way of gripping what its point is ,0,7240,way gripping point
with humor and poignancy ,1,7241,humor poignancy
muy loco ,0,7242,muy loco
giving it thumbs down due to the endlessly repetitive scenes of embarrassment ,0,7243,giving thumbs due endlessly repetitive scenes embarrassment
the variety of tones in spielberg 's work ,1,7244,variety tones spielberg work
cut through the layers of soap-opera emotion ,1,7245,cut layers soap opera emotion
no `` waterboy ,0,7246,waterboy
manipulative claptrap ,0,7247,manipulative claptrap
cast the magnificent jackie chan ,1,7248,cast magnificent jackie chan
"has the twinkling eyes , repressed smile and determined face needed to carry out a dickensian hero . ",1,7249,twinkling eyes repressed smile determined face needed carry dickensian hero
is an undeniably worthy and devastating experience ,0,7250,undeniably worthy devastating experience
steers refreshingly clear of the usual cliches . ,1,7251,steers refreshingly clear usual cliches
slow for a younger crowd ,0,7252,slow younger crowd
moved to the edge of their seats by the dynamic first act ,1,7253,moved edge seats dynamic first act
demonstrates a vivid imagination and an impressive style ,1,7254,demonstrates vivid imagination impressive style
appeared in 1938 ,1,7255,appeared 1938
"susan sarandon , dustin hoffman and holly hunter , ",1,7256,susan sarandon dustin hoffman holly hunter
there done that ,0,7257,done
"bring fresh , unforced naturalism to their characters ",1,7258,bring fresh unforced naturalism characters
"it 's not like having a real film of nijinsky , ",0,7259,like real film nijinsky
would have been better than the fiction it has concocted ,0,7260,would better fiction concocted
sade achieves the near-impossible : it turns the marquis de sade into a dullard ,0,7261,sade achieves near impossible turns marquis de sade dullard
's better than the phantom menace . ,1,7262,better phantom menace
that nevertheless touches a few raw nerves ,1,7263,nevertheless touches raw nerves
of four fine ,1,7264,four fine
conjured up more coming-of-age stories than seem possible ,1,7265,conjured coming age stories seem possible
"just another disjointed , fairly predictable psychological thriller . ",0,7266,another disjointed fairly predictable psychological thriller
", solid storytelling . ",1,7267,solid storytelling
"'s a testament to the film 's considerable charm that it succeeds in entertaining , despite playing out like a feature-length sitcom replete with stereotypical familial quandaries ",1,7268,testament film considerable charm succeeds entertaining despite playing like feature length sitcom replete stereotypical familial quandaries
a captivating drama that will speak to the nonconformist in us all ,1,7269,captivating drama speak nonconformist us
"its courage , ideas , technical proficiency and ",1,7270,courage ideas technical proficiency
though her fans will assuredly have their funny bones tickled ,1,7271,though fans assuredly funny bones tickled
the lovable-loser protagonist ,1,7272,lovable loser protagonist
though tom shadyac 's film kicks off spookily enough ,1,7273,though tom shadyac film kicks spookily enough
"evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes . ",0,7274,evokes frustration awkwardness euphoria growing without relying usual tropes
green men ,0,7275,green men
", this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . ",1,7276,grand scale moviemaking larger life figure artist awarded mythic status contemporary culture
teddy bears ' ,1,7277,teddy bears
"feels as if ( there 's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something ",0,7278,feels choke leash around neck director nick cassavetes give good hard yank whenever wants feel something
poor quality ,0,7279,poor quality
"an allegory concerning the chronically mixed signals african american professionals get about overachieving could be intriguing , ",1,7280,allegory concerning chronically mixed signals african american professionals get overachieving could intriguing
jazzy score ,1,7281,jazzy score
loquacious ,1,7282,loquacious
is prime escapist fare ,1,7283,prime escapist fare
the film 's needlessly opaque intro ,0,7284,film needlessly opaque intro
", if disingenuous , ",0,7285,disingenuous
much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,1,7286,much slick sprightly cgi feature sufficiently funny amuse even resolutely unreligious parents escort little ones megaplex screenings
making ararat far more demanding than it needs to be ,0,7287,making ararat far demanding needs
"very compelling , sensitive , intelligent and almost cohesive ",1,7288,compelling sensitive intelligent almost cohesive
a travesty of a transvestite comedy ,0,7289,travesty transvestite comedy
godard 's ode to tackling life 's wonderment is a rambling and incoherent manifesto about the vagueness of topical excess ... in praise of love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating ,0,7290,godard ode tackling life wonderment rambling incoherent manifesto vagueness topical excess praise love remains ponderous pretentious endeavor unfocused tediously exasperating
"... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends . ",1,7291,playful haunting depth portrait iconoclastic artist fundamentally unknowable even closest friends
worthy idea ,1,7292,worthy idea
have been better off staying on the festival circuit ,0,7293,better staying festival circuit
"saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory ",1,7294,saddled unwieldy cast characters angles payoff powerful revelatory
an intoxicating ,1,7295,intoxicating
all the earmarks of french cinema at its best ,1,7296,earmarks french cinema best
also comes with the laziness and arrogance of a thing that already knows it 's won . ,0,7297,also comes laziness arrogance thing already knows
"is the performance of gedeck , who makes martha enormously endearing ",1,7298,performance gedeck makes martha enormously endearing
be used as analgesic balm for overstimulated minds ,1,7299,used analgesic balm overstimulated minds
to fruition in her sophomore effort ,1,7300,fruition sophomore effort
super ,1,7301,super
does an impressive job of relating the complicated history of the war and of filling in the background . ,1,7302,impressive job relating complicated history war filling background
